tag,freq
angst and feels,5
letters,5
book 4,5
original character,5
alcohol abuse/alcoholism,5
memories,5
trauma,5
halloween,5
moony - freeform,5
drug use,5
past rape/non-con,5
modern era,5
modern marauders,5
rape/non-con elements,5
protective remus lupin,5
post-war,5
texting,5
walburga black's a+ parenting,5
sirius black being an idiot,5
oneshot,5
harry potter - freeform,5
art,5
kind of,5
implied/referenced rape/non-con,5
community: hpft,5
praise kink,5
porn with plot,5
switching,5
ghosts,5
true love,5
time travel fix-it,5
first dates,5
self-harm,5
self-hatred,5
podfic,5
somebody lives/not everyone dies,5
horcruxes,5
drabble collection,5
sirius black's flying motorbike,5
unrequited love,5
wedding,5
animagi,5
light bdsm,5
cheating,5
top sirius black,5
soulmates,5
friends with benefits,5
motorcycles,5
teenagers,5
перевод на русский / translation in russian,5
self-esteem issues,5
angst and tragedy,4
young james potter,4
lily evans potter and severus snape friendship,4
first meeting,4
dumbledore bashing,4
podfic welcome,4
enemies to lovers,4
blood,4
no smut,4
teacher remus lupin,4
muggle au,4
wolfstar au,4
sort of,4
eventual sirius black/remus lupin,4
gryffindor common room,4
manipulative albus dumbledore,4
bamf hermione granger,4
wolfsbane potion,4
remus lupin-centric,4
minor hermione granger/ron weasley,4
strangers to lovers,4
smoking,4
studying,4
i wrote this instead of sleeping,4
biting,4
minor sirius black/remus lupin,4
post-second war with voldemort,4
no beta we die like men,4
ministry of magic,4
fanart,4
nightmares,4
male friendship,4
secrets,4
past abuse,4
porn with feeling,4
bisexual male character,4
sirius black in azkaban,4
post-break up,4
poetry,4
sad sirius black,4
dom/sub undertones,4
semi-public sex,4
implied/referenced self-harm,4
brother/brother incest,4
eventual happy ending,4
pre-slash,4
protectiveness,4
kinda,4
short and sweet,4
gay male character,4
alcohol,4
blood and injury,4
marriage proposal,4
feeling,4
prompt fic,4
james potter is a good friend,4
hurt,4
mild sexual content,4
hogwarts seventh year,4
don't copy,4
don't repost,4
do not copy,4
do not repost,4
pining sirius black,4
time turner,4
alternate universe - hogwarts,4
grimmauld place,4
alternate universe - rock band,4
secret crush,4
collars,4
drama and romance,4
angst and romance,4
slytherin sirius black,4
getting to know each other,4
unresolved sexual tension,4
fluff and hurt/comfort,4
lgbtq themes,4
get together,4
crying,4
harry potter was raised by sirius black,4
marijuana,4
romantic friendship,4
epic friendship,4
love letters,3
anger,3
kid fic,3
growing up,3
magic,3
art welcome,3
enemies to friends to lovers,3
war,3
healer sirius black,3
pov alternating,3
muggles,3
eventual fluff,3
anxiety attacks,3
suicide attempt,3
phone sex,3
alternate universe - time travel,3
female harry potter,3
bamf harry potter,3
light dom/sub,3
muggle/wizard relations,3
hijinks and shenanigans,3
eventual relationships,3
padfoot - freeform,3
loss of virginity,3
vaginal sex,3
deepthroating,3
the marauders - freeform,3
wolfstar fluff,3
sirius black never went to azkaban,3
sirius black as padfoot,3
post-battle of hogwarts,3
references to the beatles,3
declarations of love,3
implied/referenced underage sex,3
cuddling and snuggling,3
sirius black is a good boyfriend,3
making out,3
second chances,3
recovery,3
drunk sex,3
kinky,3
bondage,3
daddy kink,3
period-typical homophobia,3
spanking,3
sirius black - freeform,3
hair-pulling,3
young love,3
sexual fantasy,3
implied/referenced abuse,3
running away,3
character development,3
pov james potter,3
mild hurt/comfort,3
genderfluid character,3
asexual character,3
rope bondage,3
bdsm,3
subspace,3
aftercare,3
begging,3
alternate universe - different first meeting,3
veil of death,3
good regulus black,3
no plot/plotless,3
rs fireside tales,3
blackcest,3
unhealthy coping mechanisms,3
past james potter/lily evans potter,3
character bashing,3
rough oral sex,3
come eating,3
bathing/washing,3
crossdressing,3
scents and smells,3
implied/referenced suicide,3
implied/referenced domestic violence,3
torture,3
james potter lives,3
non-explicit sex,3
family issues,3
pureblood society,3
hogwarts fifth year,3
possessive behavior,3
married couple,3
dancing,3
1980s,3
found family,3
jewish character,3
homophobic language,3
implied/referenced alcohol abuse/alcoholism,3
non-consensual drug use,3
pwp,3
angst and humor,3
genderqueer sirius black,3
blackinnon,3
unhealthy relationships,3
pov first person,3
threesome - m/m/m,3
alternate canon,3
first love,3
shrieking shack,3
sad remus lupin,3
lily evans potter lives,3
beaches,3
one shot collection,3
alternate universe - bookstore,3
gryffindor,3
aurors,3
potions,3
tattoos,3
dementors,3
song fic,3
death,3
alternate universe - historical,3
domestic,3
sorry not sorry,3
cross-posted on fanfiction.net,3
based on a 5 seconds of summer song,3
fluffy ending,3
light bondage,3
podfic and podficced works,3
sick character,3
hogwarts sixth year,3
baking,3
godfather sirius black,3
bottom!sirius,3
past character death,3
not canon compliant - harry potter and the deathly hallows,3
lgbtq character,3
denial,3
boys kissing,3
tumblr prompt,3
pets,3
music,3
implied/referenced character death,3
denial of feeling,3
hogwarts express,3
murder,3
betrayal,3
fluffy,3
podfic length: 0-10 minutes,3
amortentia,3
