tag,freq
implied/referenced character death,13
dragons,13
war,13
implied sexual content,13
homophobia,13
grief/mourning,13
ministry of magic employee draco malfoy,13
epistolary,13
canonical character death,13
gift fic,13
mild language,13
azkaban,13
friendship/love,13
emotional/psychological abuse,12
secrets,12
slytherin,12
eating disorders,12
therapy,12
book 7,12
love/hate,12
not beta read,12
marriage,12
murder,12
alternate universe - no voldemort,12
murder mystery,12
pureblood culture,12
blood,12
past harry potter/ginny weasley,12
tumblr prompt,12
light bondage,12
soulmate-identifying marks,12
head auror harry potter,12
orgasm delay/denial,12
canon compliant,12
oblivious draco malfoy,12
shower sex,12
how do i tag,12
exhibitionism,12
h/d erised 2018,12
community: hd_erised,12
redemption,11
book 1,11
ron weasley bashing,11
death eater draco malfoy,11
podfic,11
action/adventure,11
alternate universe - harry potter setting,11
non-canon relationship,11
comfort,11
porn with feeling,11
scars,11
8th year,11
humour,11
lucius malfoy's a+ parenting,11
draco malfoy needs a hug,11
battle of hogwarts,11
female harry potter,11
dark,11
family fluff,11
dom/sub undertones,11
crack,11
death,11
hogwarts fifth year,11
sirius black lives,11
attempt at humor,11
smoking,11
getting back together,11
crossdressing,11
don't copy to other sites,11
self-hatred,11
cunnilingus,11
slice of life,11
sad draco malfoy,11
i wrote this instead of sleeping,11
winter,11
nightmares,11
daddy kink,11
developing relationship,11
resolved sexual tension,11
duelling,11
abuse,11
hopeful ending,11
no smut,10
switching,10
sex toys,10
rape,10
auror ron weasley,10
teasing,10
self-esteem issues,10
marriage proposal,10
angst and feels,10
triwizard tournament,10
recreational drug use,10
room of requirement,10
vaginal fingering,10
malfoy manor,10
denial,10
dom harry potter,10
romantic comedy,10
cuddling and snuggling,10
short and sweet,10
family feels,10
out of character,10
bickering,10
incest,10
tragedy,10
polyamory,10
not canon compliant - harry potter and the deathly hallows,9
alternate universe - voldemort wins,9
blood and gore,9
adventure,9
male slash,9
implied/referenced homophobia,9
mating cycles/in heat,9
quidditch player ginny weasley,9
muggle au,9
severus snape lives,9
gryffindor,9
denial of feeling,9
past astoria greengrass/draco malfoy,9
bamf hermione granger,9
guilt,9
drinking games,9
protective draco malfoy,9
light dom/sub,9
heartbreak,9
st mungo's hospital,9
based on a tumblr post,9
forbidden love,9
humiliation,9
halloween,9
veela mates,9
snark,9
hogwarts fourth year,9
dancing,9
party games,9
established draco malfoy/harry potter,9
tattoos,9
prompt fic,9
animagus,9
character study,9
pov third person,8
sub harry potter,8
harry potter epilogue compliant,8
alternate universe - coffee shops and cafés,8
horcrux hunting,8
i'm bad at tagging,8
emotional manipulation,8
hurt,8
holidays,8
bullying,8
child abuse,8
canon divergence - post-hogwarts,8
lingerie,8
implied/referenced suicide,8
mentor severus snape,8
angst and fluff and smut,8
mild smut,8
horror,8
horcruxes,8
loss of virginity,8
draco malfoy is bad at feeling,8
harco,8
letters,8
omega draco malfoy,8
recovery,8
break up,8
black hermione granger,8
gryffindor/slytherin inter-house relationships,8
slow romance,8
short,8
poetry,8
occlumency,8
head girl hermione granger,8
choking,8
yule ball,8
consent,8
pining harry potter,8
age difference,8
bondage,8
vaginal sex,8
first dates,8
originally posted on tumblr,8
kinda,8
中文翻译 / translation in chinese,8
veela,8
past abuse,8
dark hermione granger,8
sad ending,8
mistletoe,8
hugs,8
implied mpreg,8
snow,8
minor luna lovegood/ginny weasley,8
magical theory,8
healer harry potter,8
i don't even know,8
asexual character,8
secret crush,8
pain,8
fluffy ending,8
dildos,8
adult hermione granger,7
married couple,7
children,7
dom draco malfoy,7
collars,7
albus dumbledore bashing,7
mates,7
soul bond,7
past rape/non-con,7
family drama,7
unspeakable draco malfoy,7
developing friendships,7
canon rewrite,7
muggle technology,7
legilimency,7
alcohol abuse/alcoholism,7
abusive lucius malfoy,7
aftermath of torture,7
implied/referenced torture,7
good severus snape,7
rape aftermath,7
sectumsempra,7
blood and violence,7
emotional hurt,7
book 4,7
friends with benefits,7
female draco malfoy,7
pureblood society,7
hermione granger and harry potter friendship,7
true love,7
knotting,7
hermione granger is a good friend,7
kind of,7
blaise zabini is a good friend,7
love potion/spell,7
veritaserum,7
older characters,7
head boy draco malfoy,7
parody,7
post hogwarts au,7
fred weasley lives,7
draco malfoy and pansy parkinson friendship,7
past child abuse,7
best friends,7
crack treated seriously,7
matchmaking,7
accidental voyeurism,7
alternate universe - college/university,7
muggle london,7
love letters,7
sort of,7
remus lupin lives,7
clubbing,7
short one shot,7
snogging,7
begging,7
sleepy cuddles,7
tea,7
post hogwarts,7
threesome - f/m/m,7
alternate universe - everyone lives/nobody dies,7
crossover,7
lgbtq themes,7
forgiveness,7
arguing,7
angst and humor,7
dark harry potter,7
patronus,7
curse breaker draco malfoy,7
mildly dubious consent,7
fluffy,7
drarropoly 2.0 - a drarry game/fest,7
h/d fan fair 2019,7
feeling,7
teen romance,7
engagement,7
whumptober 2019,7
poc harry potter,7
self-indulgent,7
parenthood,7
song fic,7
post war,7
alternate universe - historical,7
kidnapping,7
lemon,7
threesome - m/m/m,7
manipulative albus dumbledore,6
harry potter dies,6
werewolf draco malfoy,6
dark magic,6
minor original character,6
whump,6
time travel fix-it,6
past character death,6
draco malfoy is a little shit,6
lucius malfoy being an asshole,6
minor lucius malfoy/narcissa black malfoy,6
rape recovery,6
anal,6
wandless magic,6
loss of parent,6
ministry of magic employee hermione granger,6
bonding,6
master of death harry potter,6
draco malfoy is a tease,6
quidditch player harry potter,6
alpha/omega,6
alpha harry potter,6
protective harry potter,6
draco malfoy speaks french,6
past hermione granger/ron weasley,6
pureblood politics,6
fluff and hurt/comfort,6
amortentia,6
domestic violence,6
sweet,6
stalking,6
community: hogwarts365,6
anger,6
past relationship,6
detention,6
suicide,6
gryffindor vs. slytherin rivalry,6
good lucius malfoy,6
minor seamus finnigan/dean thomas,6
office sex,6
wedding planning,6
jealous harry,6
harry potter has post-traumatic stress disorder,6
childhood friends,6
multiple orgasms,6
reconciliation,6
song lyrics,6
post-break up,6
self-discovery,6
everyone is gay,6
marauders,6
angst and tragedy,6
suomi / finnish,6
divorce,6
demons,6
powerful harry,6
kiss,6
harry potter is a good boyfriend,6
pet names,6
morning cuddles,6
pining harry,6
bisexual draco malfoy,6
explicit consent,6
father-son relationship,6
relationship,6
nsfw art,6
my first fanfic,6
attempted rape/non-con,6
mirror of erised,6
barebacking,6
hurt draco malfoy,6
possessive draco malfoy,6
community: hp_drizzle,6
canon divergence,6
getting to know each other,6
draco - freeform,6
old fic,6
references to clue / cluedo,6
flash fic,6
missing scene,6
pov female character,5
powerful harry potter,5
aftercare,5
angry sex,5
hate sex,5
imprisonment,5
werewolves,5
rare pairing,5
master/slave,5
harry potter next generation,5
unplanned pregnancy,5
draco malfoy is clueless about muggle thing,5
dramatic draco malfoy,5
work in progress,5
family dynamics,5
minor sirius black/remus lupin,5
mild sexual content,5
ghosts,5
awkward flirting,5
dreams,5
professors,5
professor neville longbottom,5
bars and pubs,5
psychological trauma,5
homosexuality,5
mental breakdown,5
self-doubt,5
animagus harry potter,5
lucius malfoy dies,5
post-harry potter and the deathly hallows,5
curses,5
one night stands,5
eventual relationships,5
alternative universe,5
angst and romance,5
hea,5
book 5,5
abusive dursley family,5
no sex,5
draco malfoy/harry potter fluff,5
unforgivable curses,5
vampires,5
flowers,5
trans character,5
childhood trauma,5
making out,5
implied/referenced alcohol abuse/alcoholism,5
drug use,5
subspace,5
feels,5
dirty thoughts,5
consensual sex,5
harry potter and ginny weasley friendship,5
punishment,5
pregnant draco malfoy,5
100 ways to say i love you writing challenge,5
chubby draco malfoy,5
obliviation,5
drarrython,5
bisexuality,5
crying,5
babies,5
draco malfoy-centric,5
dating,5
awkwardness,5
sad,5
suspense,5
hogwarts express,5
pranks and practical jokes,5
pov ron weasley,5
prostitution,5
forced marriage,5
virgin draco malfoy,5
caning,5
miscommunication,5
gay male character,5
femslash,5
food,5
oblivious harry potter,5
25 days of harry and draco,5
comic,5
plot twists,5
anxiety attacks,5
parselmouth harry potter,5
christmas eve,5
sorry not sorry,5
confessions,5
time skips,5
dark mark,5
grimmauld place,5
sexual humor,5
happy,5
bittersweet,5
drugs,5
sexual abuse,5
catharsis,5
smart harry potter,5
come eating,5
married life,5
desi harry potter,5
eighth year,5
coffee,5
birthday,5
wordcount: 100,5
language,5
polyjuice potion,5
chemistry,5
psychological drama,5
sexual violence,5
dialogue-only,5
the golden trio,5
top!draco,5
bottom!harry,5
dark draco malfoy,5
pov multiple,5
bamf luna lovegood,5
h/d owlpost holiday fest,5
whipping,4
verbal humiliation,4
gratuitous smut,4
orgasm control,4
cock ring,4
divorced harry potter and ginny weasley,4
soft,4
pureblood hermione granger,4
forced pregnancy,4
self harm,4
fae and fairies,4
sharing a room,4
not harry potter and the cursed child compliant,4
drinny - freeform,4
adventure and romance,4
muggle culture,4
quarantine,4
ravenclaw draco malfoy,4
blood and injury,4
major character injury,4
eventual fluff,4
harry potter needs a hug,4
ust,4
anorexia,4
alternate universe - professors,4
wet dream,4
past torture,4
cruciatus,4
eventual draco malfoy/harry potter,4
triggers,4
draco malfoy has post-traumatic stress disorder,4
homophobic language,4
derogatory language,4
i can't believe i wrote this,4
sectumsempra scars,4
making love,4
manipulative dumbledore,4
dumbledore bashing,4
hate to love,4
hogwarts professors,4
blackmail,4
parent/child incest,4
time turner,4
lust,4
family secrets,4
room of requirement shenanigans,4
underage drinking,4
wolfstar,4
magically powerful harry potter,4
emotional baggage,4
sequel,4
omega verse,4
drapple,4
london,4
hogwarts astronomy tower,4
unhealthy coping mechanisms,4
hogwarts first year,4
no beta we die like men,4
fights,4
depressed draco malfoy,4
harry potter au,4
breathplay,4
wax play,4
party,4
alpha draco malfoy,4
masturbation in shower,4
epic friendship,4
gay harry potter,4
safe sane and consensual,4
second chances,4
riding,4
facebook: the pen15 is mightier,4
post mpreg,4
innuendo,4
graphic description,4
community: hp_halloween,4
sex club,4
clothed sex,4
awkward conversations,4
roleplay,4
grinding,4
indian harry potter,4
dementors,4
canon divergence - post-harry potter and the deathly hallows,4
first meeting,4
cursing,4
ritual sex,4
hiding,4
psychological torture,4
scotland,4
romantic soulmates,4
i guess,4
creature draco malfoy,4
bisexual harry,4
tags may change,4
texting,4
draco in lingerie,4
spy draco malfoy,4
minor injuries,4
pov second person,4
lgbtq character,4
bisexual character,4
alternate universe - high school,4
character turned into a ghost,4
birthday party,4
smitten harry potter,4
dom harry,4
drug addiction,4
mental instability,4
gore,4
baking,4
poc harry,4
invisibility cloak,4
hermione granger and draco malfoy friendship,4
potioneer draco malfoy,4
h/d erised 2019,4
politics,4
christmas fic,4
pure fluff,4
mild gore,4
advent calendar,4
coffee shops,4
mating bond,4
number twelve grimmauld place,4
background relationships,4
rating may change,4
parseltongue,4
introspection,4
sarcasm,4
wanking,4
rough oral sex,4
deepthroating,4
dark harry,4
studying,4
bottoming from the top,4
comedy,4
reunions,4
future fic,4
loneliness,4
diary/journal,4
desk sex,4
aged-up character,4
biting,4
fluff and crack,4
mutual masturbation,4
wordcount: 100-500,4
age regression/de-aging,4
declarations of love,4
blood and torture,4
hung harry potter,4
facebook: drinny all the way,4
drinny all the way's drinny-con 2019,4
ginny weasley bashing,4
teenagers,4
communication,4
rough kissing,4
bets and wagers,4
the mourning madam's once upon a time dramione fairy tale fest,4
first time blow jobs,4
kinktober 2019,4
no angst,4
cross-posted on fanfiction.net,4
manipulation,4
fanfiction,4
homework,4
violent sex,4
double penetration,4
evil dumbledore,4
wizarding politics,4
wedding fluff,4
draco/harry - freeform,4
healer hermione granger,4
vacation,4
fairy tale retelling,4
fear,4
rain,4
love bites,4
nipple play,4
hurt no comfort,4
nudity,4
making up,4
the burrow,4
jealous draco malfoy,4
teacher-student relationship,4
harry - freeform,4
hermione granger - freeform,4
face-fucking,4
sexual fantasy,4
auror!harry,4
forced orgasm,4
betrayal,4
healer!draco,4
stream of consciousness,4
awkward sexual situations,4
mild hurt/comfort,4
size kink,4
parent harry potter,4
healers,4
alternate universe - no powers,4
alternate universe - time travel,4
slight angst,4
5+1 thing,4
podfic length: 10-20 minutes,4
strippers and strip clubs,4
baby,4
mistaken identity,4
minor harry potter/ginny weasley,4
reposted,4
parodie,4
žert,4
hermione - freeform,4
harry's birthday,4
romantic friendship,4
pov third person limited,3
anal play,3
rope bondage,3
large cock,3
nipple clamps,3
anal plug,3
hermione granger bashing,3
second war with voldemort,3
auror pansy parkinson,3
coming of age,3
family issues,3
not canon compliant - harry potter and the half-blood prince,3
auror training,3
comfort/angst,3
pensieves,3
illnesses,3
isolation,3
accidental magic,3
pansmione - freeform,3
the noble and most ancient house of black,3
blind date,3
evil lucius malfoy,3
abused draco malfoy,3
male homosexuality,3
i'm sorry,3
self confidence issues,3
threats of violence,3
open ending,3
canon divergent,3
originally posted on fanfiction.net,3
teen pregnancy,3
defense against the dark arts professor harry potter,3
revenge,3
female friendship,3
marriage law challenge,3
psychological horror,3
domestic draco malfoy/harry potter,3
teenage drama,3
public blow jobs,3
gay character,3
picnics,3
musical references,3
draco malfoy is a good parent,3
parenting,3
insecure draco malfoy,3
not suitable/safe for work,3
teacher harry,3
unspeakable hermione granger,3
strangers to lovers,3
pov ginny weasley,3
bottom severus snape,3
malfoy family feels,3
minor violence,3
apples,3
first love,3
injury,3
draco malfoy is a good friend,3
community: hp_goldenage,3
fairy tale elements,3
passion,3
late night conversations,3
rivalry,3
moving in together,3
painting,3
harry potter has a twin,3
protective slytherins,3
touch-starved,3
twins,3
hair-pulling,3
ravenclaw hermione granger,3
consensual infidelity,3
magical tattoos,3
bad bdsm etiquette,3
facials,3
dysfunctional family,3
caring draco malfoy,3
so married,3
dark!draco,3
surprise,3
original characters - freeform,3
sassy draco malfoy,3
caring harry potter,3
idk - freeform,3
orgasm denial,3
coping,3
attempted murder,3
supportive harry potter,3
apologies,3
drabbles,3
references to drugs,3
amnesia,3
teacher draco malfoy,3
finger sucking,3
threesome,3
xenophilia,3
fate,3
men crying,3
chocolate,3
cross-posted on tumblr,3
blowjobs,3
baby teddy lupin,3
order of the phoenix,3
nymphadora tonks lives,3
trust issues,3
draco malfoy is a brat,3
possessive behavior,3
doggy style,3
platonic soulmates,3
painful sex,3
hufflepuff draco malfoy,3
angst and fluff,3
cheating,3
dry humping,3
muggles,3
romione,3
pov male character,3
auror hermione granger,3
hangover,3
craving,3
bisexual male character,3
soft draco malfoy,3
no war,3
enthusiastic consent,3
tenderness,3
gift art,3
undercover missions,3
mythical beings and creatures,3
book 2,3
book 3,3
arguments,3
bamf narcissa black malfoy,3
forced proximity,3
inappropriate erections,3
handcuffs,3
feelings realization,3
porn,3
yuletide,3
non-graphic smut,3
christmas presents,3
books,3
protective draco,3
jealous draco,3
christmas tree,3
draco loves harry,3
diagon alley,3
stubborn harry potter,3
hospitals,3
christmas smut,3
person of color harry potter,3
knitting,3
travel,3
crushes,3
love triangles,3
bamf harry potter,3
bathroom sex,3
frotting,3
macusa / magical congress of the united states of america,3
some plot,3
morally ambiguous character,3
non-linear narrative,3
not happy,3
draco malfoy in denial,3
temporary character death,3
alpha harry,3
overstimulation,3
molly weasley bashing,3
forced bonding,3
mating bites,3
curse breaking,3
morally grey harry potter,3
first time bottoming,3
first time topping,3
tropes,3
hogwarts library,3
supportive ron weasley,3
mother-son relationship,3
asexual draco malfoy,3
draco malfoy has long hair,3
draco malfoy is a good boyfriend,3
fun,3
facebook: drarry : fanfiction and fanart,3
harry/draco - freeform,3
verbal abuse,3
the author regrets nothing,3
harry is a little shit,3
hanahaki disease,3
creampie,3
smart harry,3
gringotts wizarding bank,3
drunk sex,3
hope,3
tender sex,3
blowjob,3
gardens and gardening,3
shopping,3
addiction,3
cats,3
hp drizzle fest 2019,3
anniversary,3
animagus draco malfoy,3
metamorphmagus,3
muggle studies,3
this is stupid,3
harry potter and the cursed child compliant,3
slow build draco malfoy/harry potter,3
morning after,3
obsession,3
illegal activities,3
podfic welcome,3
morning sex,3
marking,3
ass play,3
matchmaker pansy parkinson,3
harry is a tease,3
translation,3
funny,3
harry potter has issues,3
alternate universe - fusion,3
high school,3
swimming,3
major character death - freeform,3
not canon compliant - harry potter and the order of the phoenix,3
sad with a happy ending,3
draco's pov,3
felix felicis,3
mostly fluff,3
male lactation,3
magical bond,3
never have i ever,3
multiple pairing,3
come swallowing,3
comeplay,3
james potter lives,3
no horcruxes,3
dreams and nightmares,3
birthday fluff,3
minister for magic hermione granger,3
racism,3
professor!draco,3
lucius malfoy - freeform,3
non-consensual voyeurism,3
marriage law,3
slavery,3
español / spanish,3
originally posted elsewhere,3
hung draco malfoy,3
possessive harry,3
underage sex,3
cinnamon roll scorpius malfoy,3
daily prophet,3
cuddles,3
lust potion/spell,3
wall sex,3
hospital sex,3
doctor/patient,3
second-hand embarrassment,3
slytherin harry,3
butt plugs,3
competition,3
spells and enchantments,3
wizards,3
community: dramionedrabble,3
physical abuse,3
coming in pants,3
artist draco malfoy,3
deathly hallows au,3
silly,3
blood prejudice,3
vampire harry potter,3
foursome - m/m/m/m,3
shipmas 2018,3
holding hands,3
voldemort dies,3
orgy,3
d/hr advent 2018,3
hot chocolate,3
pwp without porn,3
sword of gryffindor,3
pets,3
wooing,3
nsfw,3
wizarding traditions,3
world war i,3
draco is a little shit,3
top draco,3
community: harrydracobang,3
harry/draco big bang 2018,3
leaky cauldron,3
vtip,3
proposal,3
birthday sex,3
didn't know they were dating,3
harry pov,3
inspired by tumblr,3
sensory deprivation,3
alternate canon,3
draco malfoy feels,3
short oneshot,3
use of the name scorpius,3
